,country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm,key
1588,33,Spain,10,0,1982-10-28,198210,33438,Popular Democratic Party,PDP,40,,998,998,,,,6.0,1.0,,24.0,350.0,3,10,,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.0,2.586,0.0,0.0,0.0,1.724,0.0,4.31,0.0,0.0,3.448,5.172,3.448,0.0,0.0,0.0,0.0,5.172,0.0,0.0,6.034,0.0,0.0,11.207,0.0,0.0,0.0,0.0,2.586,18.103,0.0,1.724,0.0,0.0,0.0,6.034,0.0,12.069,0.0,0.0,0.0,4.31,0.0,5.172,0.862,1.724,3.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.069,3.448,14.655,20.69,0.0,2024a,ND65XW,33438_198210
1589,33,Spain,10,0,1982-10-28,198210,33512,Centre Democrats,CDS,50,,104,0,1994.0,,,2.887,0.0,,2.0,350.0,1,10,,1264.0,0.712,1.345,0.0,0.0,2.848,0.158,0.158,2.69,0.554,0.0,0.0,2.294,2.215,0.237,0.0,1.266,0.0,12.184,0.0,0.237,0.0,1.187,7.832,1.424,0.0,0.0,0.0,1.345,0.0,6.566,13.133,0.0,0.0,3.085,0.0,0.791,2.611,4.589,1.503,12.342,0.0,2.215,0.0,0.079,0.0,1.187,0.0,2.136,2.215,0.237,0.0,1.424,0.0,2.769,1.187,2.215,1.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.953,9.256,3.085,13.845,0.316,2024a,R9USCK,33512_198210
1590,33,Spain,10,0,1982-10-28,198210,33610,Popular Alliance,AP,60,,104,0,1994.0,,,20.5,1.0,,82.0,350.0,1,10,,2790.0,0.717,0.86,0.0,0.215,3.513,0.0,0.143,1.613,2.258,0.0,0.0,1.685,0.502,3.226,0.0,2.724,0.86,6.344,0.0,0.394,2.616,4.624,1.326,1.971,0.0,0.036,0.215,1.971,0.0,6.81,7.491,0.0,0.0,2.867,0.0,0.753,1.971,3.871,1.541,5.341,0.394,6.237,0.0,1.219,0.0,1.935,0.0,7.849,0.215,0.287,0.036,0.108,0.0,5.627,1.541,3.333,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.262,3.297,5.484,6.882,0.143,2024a,NWUH7V,33610_198210
1591,33,Spain,10,0,1982-10-28,198210,33611,Convergence and Union,CiU,90,,104,0,1994.0,,,3.691,0.0,,12.0,350.0,1,10,,547.0,2.559,0.366,0.0,0.183,0.366,0.366,0.366,1.828,3.108,0.0,0.0,1.645,1.097,2.925,0.548,13.163,0.0,14.077,0.183,1.828,2.194,5.119,0.914,1.28,0.0,0.0,0.183,4.205,0.0,6.947,3.108,0.183,0.0,6.216,0.0,0.914,0.914,3.108,0.914,6.216,0.731,2.742,0.0,0.0,0.0,0.548,0.0,0.914,1.28,1.097,0.0,0.548,0.0,2.742,0.183,0.183,2.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.227,2.377,8.41,7.13,0.731,2024a,8Z1XLD,33611_198210
1592,33,Spain,10,0,1982-10-28,198210,33901,Basque Left,EE,90,,998,998,,,,0.48,0.0,,1.0,350.0,3,10,,383.0,6.527,0.522,0.0,2.872,0.261,2.611,0.522,1.305,4.7,0.261,0.0,4.178,3.916,0.522,0.0,18.799,0.0,2.35,0.0,0.261,0.0,0.783,1.044,0.0,0.783,0.0,0.261,5.744,0.0,2.611,2.611,0.0,0.0,0.783,0.261,0.261,4.961,0.0,2.872,5.222,0.0,6.527,0.0,0.0,3.394,0.0,0.783,0.0,0.261,1.567,0.0,6.789,0.0,0.0,0.261,0.522,2.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.499,1.044,0.783,8.094,3.133,2024a,4PCAKQ,33901_198210
1593,33,Spain,10,0,1982-10-28,198210,33902,Basque Nationalist Party,PNV/EAJ,90,,104,0,1994.0,,,1.89,0.0,,8.0,350.0,1,10,,1051.0,4.757,0.095,0.0,0.0,0.476,0.951,0.0,1.142,3.711,0.0,1.047,1.522,1.427,0.0,0.0,13.606,0.0,7.231,0.0,0.761,0.0,2.188,0.381,0.856,0.19,0.285,0.19,5.709,0.0,4.472,8.563,0.285,0.0,3.425,0.0,1.522,3.996,0.095,3.33,10.181,0.095,3.996,0.0,0.0,4.853,0.0,0.0,4.472,0.095,0.571,0.0,0.285,0.0,0.761,0.19,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.565,1.522,3.425,13.511,0.951,2024a,13SF7S,33902_198210
1594,33,Spain,10,0,1982-10-28,198210,33905,Catalan Republican Left,ERC,90,,998,998,,,,0.66,0.0,,1.0,350.0,3,10,,161.0,5.79,0.0,0.0,0.439,1.535,3.476,0.219,1.628,0.751,0.0,0.0,6.826,6.196,0.751,0.658,15.654,0.0,6.262,0.532,0.0,0.658,0.877,2.16,0.877,0.0,0.0,0.0,4.227,0.0,2.786,1.974,0.219,0.658,2.193,0.0,0.0,1.815,0.0,1.096,6.887,0.0,6.733,0.0,0.0,2.506,0.0,0.439,0.0,1.596,7.074,0.0,2.034,0.0,2.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.091,3.257,2.851,7.983,3.695,2024a,BFSE7C,33905_198210
1595,33,Spain,10,10,1986-06-22,198606,33220,United Left,IU,20,,104,0,1994.0,,,3.827,0.0,,7.0,350.0,1,10,,1197.0,2.506,0.334,0.0,0.418,1.587,4.177,0.752,1.587,1.17,0.0,0.251,5.18,6.433,1.337,0.0,4.511,0.334,4.762,0.167,0.084,0.0,0.084,1.838,1.086,0.919,0.0,0.0,2.59,0.0,0.0,5.43,0.668,0.919,0.167,0.334,1.003,7.519,3.342,2.59,6.182,0.0,4.929,0.0,0.167,0.0,0.0,1.42,1.671,0.418,0.501,0.0,7.018,0.0,2.59,0.501,3.258,7.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.313,3.592,0.167,8.772,4.929,2024a,Y5M7OL,33220_198606
1596,33,Spain,10,10,1986-06-22,198606,33320,Spanish Socialist Workers’ Party,PSOE,30,,104,0,1994.0,,,44.344,0.0,,184.0,350.0,1,10,,2172.0,1.75,1.013,0.0,0.046,2.256,0.506,1.013,3.361,5.064,0.0,0.0,1.197,2.44,0.506,0.0,1.842,0.599,7.09,0.0,0.368,0.138,1.98,0.322,1.888,0.829,0.0,0.138,2.624,0.0,6.262,12.799,0.322,0.276,1.427,0.138,1.243,2.21,2.624,4.604,9.715,0.046,1.335,0.0,0.368,0.0,0.092,1.059,4.052,1.013,0.23,0.0,4.006,0.0,4.19,0.414,1.335,3.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.648,2.532,1.565,14.319,1.519,2024a,R8T9C5,33320_198606
1597,33,Spain,10,10,1986-06-22,198606,33438,Popular Democratic Party,PDP,40,,104,0,1994.0,,,5.23,1.0,,21.0,350.0,2,10,,1519.0,0.066,0.79,0.0,0.0,3.489,0.066,0.0,1.514,2.041,0.0,0.0,2.041,0.724,0.132,0.0,1.712,0.066,8.953,0.066,0.395,3.752,2.238,0.461,0.592,0.0,0.0,0.0,1.119,0.0,4.806,17.182,0.0,0.0,2.304,0.0,0.0,2.567,3.752,0.922,10.994,0.79,3.884,0.0,0.0,0.0,0.329,0.0,5.398,0.132,0.263,0.0,1.185,0.0,7.505,3.16,2.502,2.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.053,6.057,11.916,0.066,2024a,727OHW,33438_198606
1598,33,Spain,10,10,1986-06-22,198606,33439,Liberal Party,PL,40,,104,0,1994.0,,,2.74,1.0,,11.0,350.0,2,10,,1519.0,0.066,0.79,0.0,0.0,3.489,0.066,0.0,1.514,2.041,0.0,0.0,2.041,0.724,0.132,0.0,1.712,0.066,8.953,0.066,0.395,3.752,2.238,0.461,0.592,0.0,0.0,0.0,1.119,0.0,4.806,17.182,0.0,0.0,2.304,0.0,0.0,2.567,3.752,0.922,10.994,0.79,3.884,0.0,0.0,0.0,0.329,0.0,5.398,0.132,0.263,0.0,1.185,0.0,7.505,3.16,2.502,2.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.053,6.057,11.916,0.066,2024a,VGUS33,33439_198606
1599,33,Spain,10,10,1986-06-22,198606,33512,Centre Democrats,CDS,50,,104,0,1994.0,,,9.16,0.0,,19.0,350.0,1,10,,1682.0,2.259,0.951,0.0,0.0,4.875,0.357,0.654,2.378,2.2,0.0,0.0,1.724,2.556,0.178,0.0,1.546,0.0,9.572,0.0,0.773,0.773,2.259,4.697,2.021,0.0,0.357,0.0,4.935,0.0,5.172,5.054,0.059,0.0,1.249,0.0,0.595,3.092,4.637,3.032,10.999,0.357,3.686,0.0,0.0,0.0,0.0,0.0,3.864,0.416,0.357,0.0,1.784,0.0,3.389,3.092,1.13,2.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.08,6.778,2.021,14.031,1.011,2024a,TPNX3G,33512_198606
1600,33,Spain,10,10,1986-06-22,198606,33610,Popular Alliance,AP,60,,104,0,1994.0,,,18.17,1.0,,73.0,350.0,1,10,,2628.0,4.566,1.75,0.0,0.19,2.74,0.076,0.266,2.397,2.74,0.0,0.0,3.843,3.044,3.387,0.0,2.321,0.609,4.528,0.114,1.332,7.877,3.463,0.457,1.56,0.0,0.0,0.152,2.702,0.0,4.909,4.566,0.0,0.0,1.979,0.0,0.761,1.636,3.843,2.093,6.431,0.457,3.158,0.0,1.18,0.0,2.207,0.0,3.006,0.495,0.342,0.0,1.37,0.19,5.556,0.837,1.18,3.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.166,2.017,9.855,8.524,0.342,2024a,67EKE2,33610_198606
1601,33,Spain,10,10,1986-06-22,198606,33611,Convergence and Union,CiU,90,,104,0,1994.0,,,5.052,0.0,,18.0,350.0,1,10,,1197.0,0.084,0.251,0.0,0.084,1.337,0.0,0.167,1.253,5.18,0.0,0.0,1.253,0.334,0.835,0.084,8.688,0.084,10.526,0.0,0.0,4.177,8.772,1.921,1.253,0.0,0.0,0.0,2.506,0.0,6.349,10.359,0.167,0.0,3.342,0.0,0.501,0.418,1.42,1.086,5.681,0.418,5.347,0.0,0.0,0.0,0.251,0.0,7.352,0.0,0.418,0.0,0.418,0.0,5.013,1.42,0.418,0.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.111,3.342,7.519,6.767,0.167,2024a,LM4POC,33611_198606
1602,33,Spain,10,10,1986-06-22,198606,33901,Basque Left,EE,90,,104,0,1994.0,,,0.533,0.0,,2.0,350.0,1,10,,383.0,6.527,0.522,0.0,2.872,0.261,2.611,0.522,1.305,4.7,0.261,0.0,4.178,3.916,0.522,0.0,18.799,0.0,2.35,0.0,0.261,0.0,0.783,1.044,0.0,0.783,0.0,0.261,5.744,0.0,2.611,2.611,0.0,0.0,0.783,0.261,0.261,4.961,0.0,2.872,5.222,0.0,6.527,0.0,0.0,3.394,0.0,0.783,0.0,0.261,1.567,0.0,6.789,0.0,0.0,0.261,0.522,2.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.499,1.044,0.783,8.094,3.133,2024a,97LQ39,33901_198606
1603,33,Spain,10,10,1986-06-22,198606,33902,Basque Nationalist Party,PNV/EAJ,90,,104,0,1994.0,,,1.542,0.0,,6.0,350.0,1,10,,1150.0,3.13,0.0,0.0,0.0,0.609,0.957,0.0,1.565,7.739,0.0,0.609,3.478,1.652,0.0,0.0,13.13,0.0,3.13,0.0,0.522,0.696,3.043,0.174,1.565,0.435,0.0,0.0,2.174,0.0,3.391,11.043,0.261,0.0,4.696,0.0,0.261,3.13,1.826,1.391,6.435,0.0,1.826,0.0,0.0,5.304,0.0,0.0,5.043,0.087,1.13,0.0,0.261,0.0,0.0,0.174,3.217,5.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.478,2.0,5.391,7.826,0.957,2024a,8I2GFI,33902_198606
1604,33,Spain,10,10,1986-06-22,198606,33904,Aragonese Regionalist Party,PAR,90,,998,998,,,,0.36,0.0,,1.0,350.0,3,10,,1156.0,2.595,0.26,0.0,0.173,0.173,0.346,0.087,0.433,1.125,0.087,0.346,3.893,8.304,2.768,0.0,5.796,0.0,5.796,0.173,0.173,0.952,1.557,2.768,8.391,0.346,0.173,0.087,2.768,0.0,5.796,10.121,0.346,0.26,0.779,0.0,1.817,1.817,3.287,1.557,6.488,0.0,3.72,0.0,0.865,0.0,2.422,0.0,2.422,1.038,0.087,0.0,0.519,0.0,2.855,1.038,0.779,2.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.879,11.505,1.73,8.045,0.433,2024a,3CEWN1,33904_198606
1605,33,Spain,10,10,1986-06-22,198606,33905,Catalan Republican Left,ERC,90,,104,0,1994.0,,,0.617,0.0,,0.0,350.0,1,10,,228.0,3.07,0.0,0.0,0.877,3.07,4.825,0.439,2.193,0.439,0.0,0.0,8.333,1.754,0.439,1.316,15.351,0.0,6.14,0.0,0.0,1.316,1.754,2.193,1.754,0.0,0.0,0.0,5.263,0.0,1.316,3.947,0.439,1.316,4.386,0.0,0.0,0.439,0.0,2.193,5.263,0.0,9.211,0.0,0.0,3.947,0.0,0.877,0.0,0.0,3.509,0.0,0.877,0.0,1.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.842,4.386,5.702,7.456,5.263,2024a,YG9MLW,33905_198606
1606,33,Spain,10,10,1989-10-29,198910,33220,United Left,IU,20,,104,0,1994.0,,,9.133,0.0,,17.0,350.0,1,10,,1731.0,3.986,1.155,0.0,0.982,0.462,2.311,0.462,4.275,3.12,0.0,0.058,1.849,3.928,0.52,0.0,3.582,0.173,4.853,0.0,0.0,0.0,0.0,2.946,2.253,0.173,0.0,0.0,1.502,0.0,1.329,6.181,0.867,1.675,0.0,0.058,1.618,5.373,2.657,4.159,12.363,0.0,6.297,0.0,0.058,0.0,0.0,0.809,1.04,0.0,0.347,0.058,5.604,0.0,3.177,0.867,4.333,2.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.035,6.066,0.0,16.522,2.773,2024a,3PWCV8,33220_198910
1607,33,Spain,10,10,1989-10-29,198910,33320,Spanish Socialist Workers’ Party,PSOE,30,,104,0,1994.0,,,39.877,0.0,,175.0,350.0,1,10,,1479.0,1.69,1.758,0.0,0.0,0.879,0.609,0.879,3.043,4.936,0.0,0.0,1.014,1.217,0.406,0.0,2.907,0.27,3.11,0.0,0.135,0.068,0.744,0.338,0.068,0.473,0.0,0.0,2.772,0.0,4.53,10.751,0.811,0.0,0.473,0.0,1.42,4.057,4.598,3.313,17.512,0.068,3.313,0.0,0.676,0.0,0.0,0.338,4.53,0.811,0.203,0.0,4.327,0.0,4.192,0.541,1.487,4.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.312,1.217,0.541,20.825,1.487,2024a,5RKTJ7,33320_198910
1608,33,Spain,10,10,1989-10-29,198910,33512,Centre Democrats,CDS,50,,104,0,1994.0,,,7.949,0.0,,14.0,350.0,1,10,,2706.0,1.293,4.065,0.0,0.111,3.215,0.628,0.443,1.848,5.469,0.0,0.037,1.848,2.587,1.035,0.0,2.624,0.148,10.31,0.185,1.478,1.737,1.737,1.035,3.954,0.074,0.222,0.037,1.072,0.0,4.213,7.761,0.0,0.0,1.737,0.0,0.776,4.25,1.293,1.922,10.2,0.111,3.437,0.0,0.037,0.0,0.259,0.0,6.615,0.85,0.037,0.0,0.702,0.0,2.772,1.774,0.85,3.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.472,4.989,3.474,12.121,1.072,2024a,B6Q6F3,33512_198910
1609,33,Spain,10,10,1989-10-29,198910,33610,People's Party,PP,60,,104,0,1994.0,,,25.974,0.0,,107.0,350.0,1,10,,2157.0,0.139,0.464,0.0,0.0,3.894,0.093,0.046,1.02,2.874,0.0,0.046,0.881,1.066,0.556,0.0,1.994,0.046,9.226,0.371,1.298,3.941,0.325,2.133,1.252,0.0,0.0,0.0,1.854,0.0,2.828,15.531,0.046,0.0,1.113,0.0,0.0,3.848,4.682,0.603,14.001,0.417,3.523,0.0,0.0,0.0,0.046,0.0,8.762,0.139,0.093,0.0,1.298,0.0,3.755,2.689,1.484,1.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.106,3.431,5.053,14.604,0.139,2024a,G26J4P,33610_198910
